MADON,MAMH,GIA,TRONGLUONG,TONGTIEN,SOLUONGDAT,KENHBANHANG,QUY,THUTRONGTUAN,BANG,LOAICUAHANG,MACUAHANG,LOG_GIA,LOG_TRONGLUONG,CLUSTER
32039,12455,47.9,700,47.9,1,Tai cua hang,2,Sunday,SP,Vat ly,41,3.8897773964808264,6.55250788703459,3
3204,16893,12.88,180,12.88,1,Truc tuyen,3,Sunday,RJ,Truc tuyen,OL_21,2.6304489550786583,5.198497031265826,1
32040,11854,372.5,200,396.0,1,Tai cua hang,4,Sunday,BA,Vat ly,76,5.922918004572872,5.303304908059076,0
32041,5895,32.9,14200,32.9,1,Truc tuyen,1,Monday,SC,Truc tuyen,OL_8,3.5234150143864045,9.561067663645012,3
32042,9871,129.0,6550,149.0,1,Truc tuyen,3,Wednesday,SP,Truc tuyen,OL_28,4.867534450455582,8.787372988731876,2
32043,16544,59.9,1800,59.9,1,Truc tuyen,2,Tuesday,SP,Truc tuyen,OL_28,4.109233174715851,7.496097345175956,3
32044,16799,149.0,6550,219.98,2,Tai cua hang,2,Tuesday,DF,Vat ly,31,5.0106352940962555,8.787372988731876,2
32045,2115,20.99,150,20.99,1,Tai cua hang,2,Sunday,BA,Vat ly,50,3.09058780456667,5.017279836814924,1
32046,18245,109.9,1500,109.9,1,Tai cua hang,3,Wednesday,SP,Vat ly,93,4.7086288943563215,7.313886831633462,3
32047,19731,29.9,200,29.9,1,Truc tuyen,4,Monday,SP,Truc tuyen,OL_28,3.4307561839036995,5.303304908059076,1
32047,9898,213.0,342,219.9,1,Truc tuyen,4,Monday,SP,Truc tuyen,OL_28,5.365976015021851,5.8377304471659395,0
32048,19801,15.0,200,10.9,1,Tai cua hang,4,Thursday,SP,Vat ly,43,2.772588722239781,5.303304908059076,1
32049,8791,99.9,1050,99.9,1,Tai cua hang,2,Monday,MG,Vat ly,3,4.6141299273595635,6.957497370876951,3
3205,18541,24.0,250,24.0,1,Tai cua hang,2,Saturday,RJ,Vat ly,72,3.2188758248682006,5.5254529391317835,1
32050,7693,144.0,200,139.0,1,Tai cua hang,4,Monday,DF,Vat ly,53,4.976733742420574,5.303304908059076,0
32051,1850,19.99,483,19.99,1,Tai cua hang,1,Sunday,SP,Vat ly,12,3.0440461338325417,6.182084906716632,1
32052,1410,26.9,750,33.9,1,Tai cua hang,1,Saturday,DF,Vat ly,53,3.32862668882732,6.621405651764134,1
32053,4883,16.0,600,16.0,1,Truc tuyen,4,Sunday,RJ,Truc tuyen,OL_21,2.833213344056216,6.398594934535208,1
32054,2914,252.0,300,252.0,1,Tai cua hang,4,Sunday,RS,Vat ly,10,5.53338948872752,5.707110264748875,0
32055,9091,15.9,500,31.8,2,Tai cua hang,3,Saturday,MG,Vat ly,15,2.8273136219290276,6.2166061010848646,1
32056,13676,21.3,325,19.99,1,Tai cua hang,1,Sunday,PE,Vat ly,44,3.104586678466073,5.786897381366708,1
32057,5010,149.9,533,149.9,1,Tai cua hang,2,Saturday,RS,Vat ly,10,5.016617365773803,6.280395838960195,0
32058,10277,15.0,50,15.0,1,Tai cua hang,2,Sunday,SP,Vat ly,30,2.772588722239781,3.9318256327243257,1
32059,17495,29.9,400,29.9,1,Tai cua hang,2,Friday,SP,Vat ly,47,3.4307561839036995,5.993961427306569,1
3206,14716,79.9,1150,79.9,1,Truc tuyen,3,Wednesday,ES,Truc tuyen,OL_30,4.393213824064446,7.048386408721883,3
32060,20333,57.8,7000,58.9,1,Tai cua hang,2,Saturday,BA,Vat ly,40,4.074141854904581,8.853808274977197,2
32061,13784,199.9,3750,199.9,1,Truc tuyen,2,Thursday,RJ,Truc tuyen,OL_21,5.302807271820889,8.229777750081887,2
32062,12252,50.0,350,50.0,1,Tai cua hang,2,Saturday,SP,Vat ly,22,3.9318256327243257,5.860786223465865,1
32063,4188,27.9,300,27.9,1,Tai cua hang,2,Saturday,SP,Vat ly,22,3.3638415951183864,5.707110264748875,1
32064,9199,97.99,2800,97.99,1,Tai cua hang,2,Wednesday,DF,Vat ly,83,4.595018834931716,7.937731775260109,3
32065,6392,36.0,450,36.0,1,Tai cua hang,3,Saturday,PE,Vat ly,42,3.6109179126442243,6.111467339502679,1
32066,16691,255.0,292,255.0,1,Tai cua hang,4,Tuesday,RJ,Vat ly,63,5.545177444479562,5.680172609017068,0
32067,14637,23.99,550,23.99,1,Truc tuyen,4,Friday,CE,Truc tuyen,OL_9,3.218475744846861,6.311734809152915,1
32067,8131,23.99,600,23.99,1,Truc tuyen,4,Friday,CE,Truc tuyen,OL_9,3.218475744846861,6.398594934535208,1
32068,16469,31.62,950,126.48,4,Tai cua hang,3,Wednesday,MG,Vat ly,20,3.484925597192868,6.85751406254539,3
32069,1309,16.0,50,16.0,1,Tai cua hang,4,Sunday,SP,Vat ly,64,2.833213344056216,3.9318256327243257,1
3207,2648,69.0,750,69.0,1,Tai cua hang,2,Tuesday,SP,Vat ly,25,4.248495242049359,6.621405651764134,3
32070,2252,359.9,6200,359.9,1,Tai cua hang,2,Wednesday,SP,Vat ly,11,5.8886009116487426,8.732465848349879,2
32071,13190,95.0,2200,88.0,1,Truc tuyen,2,Thursday,MG,Truc tuyen,OL_3,4.564348191467836,7.696667081526462,3
32072,2225,145.99,2500,145.99,1,Tai cua hang,4,Monday,ES,Vat ly,45,4.990364557253896,7.824445930877619,2
32073,1793,27.9,50,27.9,1,Truc tuyen,2,Thursday,SP,Truc tuyen,OL_28,3.3638415951183864,3.9318256327243257,1
32074,12536,139.65,100,139.65,1,Tai cua hang,1,Sunday,SP,Vat ly,21,4.946274534935866,4.61512051684126,0
32075,12064,99.9,1500,99.9,1,Tai cua hang,3,Saturday,SP,Vat ly,25,4.6141299273595635,7.313886831633462,3
32076,4515,30.0,500,30.0,1,Tai cua hang,3,Saturday,MG,Vat ly,3,3.4339872044851463,6.2166061010848646,1
32077,1603,165.0,950,165.0,1,Tai cua hang,4,Saturday,SP,Vat ly,11,5.111987788356544,6.85751406254539,0
32078,208,54.9,3100,54.9,1,Truc tuyen,3,Friday,SP,Truc tuyen,OL_28,4.023564380161053,8.03947991910045,3
32079,9380,55.9,1500,55.9,1,Truc tuyen,1,Thursday,SP,Truc tuyen,OL_28,4.041295341132285,7.313886831633462,3
3208,6785,112.9,584,99.9,1,Tai cua hang,2,Sunday,SP,Vat ly,85,4.735320870453137,6.371611847231857,0
32080,7034,1100.0,325,1100.0,1,Tai cua hang,4,Thursday,SC,Vat ly,59,7.00397413672268,5.786897381366708,0
32081,8848,24.99,4700,24.99,1,Truc tuyen,4,Tuesday,RS,Truc tuyen,OL_18,3.2577118486533987,8.45553053102413,3
32082,1353,138.0,4867,138.0,1,Tai cua hang,1,Thursday,SP,Vat ly,22,4.9344739331306915,8.490438454107418,2
32082,8907,115.0,5025,115.0,1,Tai cua hang,1,Thursday,SP,Vat ly,56,4.7535901911063645,8.522379718103538,2
32083,423,159.0,2950,159.0,1,Truc tuyen,2,Monday,SP,Truc tuyen,OL_5,5.075173815233827,7.989899374942939,2
32084,12441,105.9,1225,99.9,1,Truc tuyen,4,Saturday,SP,Truc tuyen,OL_17,4.671893818030999,7.111512116496157,3
32085,19774,16.8,550,16.8,1,Tai cua hang,1,Wednesday,SP,Vat ly,47,2.8791984572980396,6.311734809152915,1
32086,16958,138.0,1500,138.0,1,Tai cua hang,2,Monday,DF,Vat ly,49,4.9344739331306915,7.313886831633462,3
32087,12636,49.95,400,49.95,1,Truc tuyen,1,Saturday,GO,Truc tuyen,OL_10,3.9308447596687337,5.993961427306569,1
32088,16679,49.0,250,49.0,1,Tai cua hang,3,Sunday,SP,Vat ly,24,3.912023005428146,5.5254529391317835,1
33672,5771,55.9,100,49.9,1,Tai cua hang,1,Sunday,MG,Vat ly,37,4.041295341132285,4.61512051684126,1
33673,2343,149.9,1400,149.9,1,Tai cua hang,1,Sunday,PE,Vat ly,48,5.016617365773803,7.244941546337007,3
33674,14135,125.99,1375,125.99,1,Truc tuyen,2,Tuesday,RJ,Truc tuyen,OL_15,4.844108343200942,7.226936018493289,3
33675,3742,78.0,3000,78.0,1,Truc tuyen,2,Thursday,RJ,Truc tuyen,OL_21,4.3694478524670215,8.006700845440367,3
33676,1073,139.8,948,139.8,1,Tai cua hang,4,Friday,RJ,Vat ly,39,4.9473404437239425,6.855408798609928,0
33677,7035,119.9,2850,119.9,1,Tai cua hang,3,Thursday,PE,Vat ly,48,4.794963757620747,7.955425088912672,2
33678,4433,17.49,150,18.99,1,Tai cua hang,2,Tuesday,RS,Vat ly,10,2.9172300453990334,5.017279836814924,1
33679,16786,75.0,550,75.0,1,Tai cua hang,2,Wednesday,SP,Vat ly,46,4.330733340286331,6.311734809152915,3
3368,4877,34.99,8800,34.99,1,Truc tuyen,4,Saturday,SP,Truc tuyen,OL_28,3.5832411220909393,9.082620630373812,3
33680,10215,45.0,200,45.0,1,Tai cua hang,3,Saturday,SP,Vat ly,47,3.828641396489095,5.303304908059076,1
33681,18264,16.9,200,16.9,1,Tai cua hang,3,Sunday,SP,Vat ly,34,2.884800712846709,5.303304908059076,1
33682,1468,99.0,1600,99.0,1,Tai cua hang,3,Tuesday,SP,Vat ly,62,4.605170185988092,7.3783837129967145,3
33683,12137,59.9,1050,59.9,1,Truc tuyen,2,Monday,SP,Truc tuyen,OL_28,4.109233174715851,6.957497370876951,3
33684,16515,129.0,5100,129.0,1,Tai cua hang,3,Monday,MG,Vat ly,87,4.867534450455582,8.537191877922927,2
33685,1499,794.98,7300,794.98,1,Tai cua hang,1,Thursday,ES,Vat ly,45,6.679574059900588,8.895766604056085,2
33686,14805,199.0,1000,199.0,1,Tai cua hang,4,Tuesday,SP,Vat ly,46,5.298317366548036,6.90875477931522,0
33687,6033,99.9,2600,99.9,1,Tai cua hang,2,Thursday,RS,Vat ly,13,4.6141299273595635,7.8636512654486515,3
33688,2101,122.99,700,122.99,1,Truc tuyen,3,Tuesday,DF,Truc tuyen,OL_4,4.820200917191751,6.55250788703459,0
33689,13231,93.0,2850,93.0,1,Truc tuyen,1,Monday,SP,Truc tuyen,OL_25,4.543294782270004,7.955425088912672,3
3369,813,51.98,250,51.98,1,Truc tuyen,4,Thursday,SP,Truc tuyen,OL_5,3.9699144838439238,5.5254529391317835,1
33690,9523,21.5,100,43.0,2,Tai cua hang,2,Saturday,SP,Vat ly,67,3.1135153092103742,4.61512051684126,1
33691,15274,808.0,250,797.0,1,Tai cua hang,2,Monday,CE,Vat ly,97,6.695798917058491,5.5254529391317835,0
33692,11723,29.9,3450,29.9,1,Tai cua hang,2,Thursday,SP,Vat ly,2,3.4307561839036995,8.146419323098003,3
33693,4347,15.12,150,45.36,3,Tai cua hang,2,Saturday,SP,Vat ly,19,2.780060737078482,5.017279836814924,1
33694,19170,95.0,250,95.0,1,Tai cua hang,2,Saturday,SP,Vat ly,21,4.564348191467836,5.5254529391317835,0
33694,20366,95.0,350,95.0,1,Tai cua hang,2,Saturday,SP,Vat ly,62,4.564348191467836,5.860786223465865,0
33695,6466,99.99,1700,110.99,1,Truc tuyen,1,Friday,BA,Truc tuyen,OL_22,4.6150215020384655,7.438971592395862,3
33696,4221,129.9,350,129.9,1,Tai cua hang,1,Sunday,SP,Vat ly,2,4.874433672915854,5.860786223465865,0
33697,2713,29.9,100,29.9,1,Tai cua hang,3,Saturday,SP,Vat ly,17,3.4307561839036995,4.61512051684126,1
33698,311,24.99,300,24.99,1,Tai cua hang,2,Sunday,SC,Vat ly,59,3.2577118486533987,5.707110264748875,1
33699,13046,279.9,6050,279.9,1,Truc tuyen,2,Sunday,SP,Truc tuyen,OL_28,5.637998734110198,8.707978826622321,2
337,391,92.65,850,185.3,2,Truc tuyen,3,Sunday,SP,Truc tuyen,OL_28,4.539564428890097,6.7464121285733745,3
3370,11002,34.99,217,34.99,1,Tai cua hang,3,Sunday,RS,Vat ly,10,3.5832411220909393,5.384495062789089,1
33700,10479,43.95,600,41.9,1,Tai cua hang,3,Sunday,SP,Vat ly,5,3.8055507609176296,6.398594934535208,3
33701,423,159.0,2950,149.0,1,Tai cua hang,1,Wednesday,SP,Vat ly,47,5.075173815233827,7.989899374942939,2
33702,18483,53.24,750,55.0,1,Tai cua hang,3,Tuesday,RS,Vat ly,10,3.99341864363214,6.621405651764134,3
33702,4461,25.0,1300,50.0,2,Tai cua hang,3,Tuesday,SP,Vat ly,25,3.258096538021482,7.170888478512505,3
33703,9399,75.0,500,75.0,1,Truc tuyen,4,Saturday,SP,Truc tuyen,OL_28,4.330733340286331,6.2166061010848646,3
33704,8736,69.9,1350,69.9,1,Truc tuyen,4,Tuesday,SP,Truc tuyen,OL_28,4.2612704335380815,7.208600337960199,3
33705,9229,184.6,1225,229.69,1,Tai cua hang,2,Monday,SP,Vat ly,2,5.2235938203521,7.111512116496157,0
33706,12806,39.7,100,39.9,1,Tai cua hang,3,Saturday,PE,Vat ly,42,3.7062280924485496,4.61512051684126,1
33707,4386,53.9,1650,177.0,3,Truc tuyen,4,Thursday,SP,Truc tuyen,OL_28,4.005513348515485,7.409136443920128,3
33708,12338,89.9,1383,89.9,1,Tai cua hang,4,Monday,SP,Vat ly,67,4.509760001183433,7.232733136177615,3
33708,4234,157.0,1700,157.0,1,Tai cua hang,4,Monday,SP,Vat ly,56,5.062595033026967,7.438971592395862,2
33709,1551,107.0,400,119.0,1,Tai cua hang,4,Tuesday,RJ,Vat ly,39,4.68213122712422,5.993961427306569,0
3371,878,23.7,150,23.7,1,Tai cua hang,1,Saturday,SP,Vat ly,25,3.2068032436339315,5.017279836814924,1
33710,10657,105.9,1300,105.9,1,Truc tuyen,4,Saturday,RJ,Truc tuyen,OL_21,4.671893818030999,7.170888478512505,3
33711,1469,69.9,1038,69.9,1,Tai cua hang,3,Sunday,SP,Vat ly,34,4.2612704335380815,6.946013991099227,3
33712,9687,69.9,950,69.9,1,Tai cua hang,1,Saturday,SP,Vat ly,100,4.2612704335380815,6.85751406254539,3
33713,18585,99.98,700,99.98,1,Tai cua hang,4,Sunday,SP,Vat ly,16,4.6149224774307696,6.55250788703459,3
33714,14422,30.0,360,30.0,1,Tai cua hang,3,Sunday,SP,Vat ly,38,3.4339872044851463,5.8888779583328805,1
33715,15033,109.99,14950,135.0,1,Truc tuyen,1,Thursday,SP,Truc tuyen,OL_28,4.709440107163888,9.612533466213927,2
33716,5226,899.1,745,899.1,1,Tai cua hang,4,Tuesday,RJ,Vat ly,51,6.802505868263039,6.61472560020376,0
33717,14717,75.5,2900,75.5,1,Truc tuyen,2,Monday,SP,Truc tuyen,OL_24,4.33729074083249,7.972810784121404,3
33718,13085,24.99,350,24.99,1,Tai cua hang,2,Sunday,SP,Vat ly,24,3.2577118486533987,5.860786223465865,1
33719,12641,24.9,300,26.15,1,Tai cua hang,2,Sunday,MG,Vat ly,81,3.254242968705492,5.707110264748875,1
3372,5893,257.4,610,284.9,1,Tai cua hang,2,Monday,SP,Vat ly,16,5.554508771908447,6.415096959171596,0
33720,3394,99.0,2000,99.0,1,Truc tuyen,4,Saturday,CE,Truc tuyen,OL_9,4.605170185988092,7.601402334583733,3
33721,8798,349.9,900,349.9,1,Tai cua hang,4,Tuesday,SP,Vat ly,21,5.860501282589169,6.803505257608338,0
33722,10413,66.49,100,66.49,1,Tai cua hang,3,Saturday,MG,Vat ly,92,4.211979438755315,4.61512051684126,1
33723,14107,299.9,375,299.9,1,Truc tuyen,4,Friday,SP,Truc tuyen,OL_28,5.706777983635999,5.929589143389895,0
33724,20174,149.0,6550,149.0,1,Truc tuyen,2,Thursday,RS,Truc tuyen,OL_18,5.0106352940962555,8.787372988731876,2
33725,20006,19.74,75,19.74,1,Tai cua hang,4,Saturday,RS,Vat ly,10,3.032064202801381,4.330733340286331,1
33726,9139,159.9,1285,159.9,1,Truc tuyen,2,Monday,SP,Truc tuyen,OL_25,5.080783053998338,7.1592919047975645,0
33727,5480,57.4,1950,54.9,1,Tai cua hang,1,Thursday,SP,Vat ly,65,4.067315889834181,7.576097340623111,3
33728,5404,124.9,200,170.9,1,Tai cua hang,1,Monday,SP,Vat ly,5,4.835487941050301,5.303304908059076,0
33729,546,39.99,350,38.79,1,Tai cua hang,3,Saturday,MG,Vat ly,20,3.7133281345162463,5.860786223465865,1
3373,3699,22.95,233,22.95,1,Tai cua hang,1,Saturday,BA,Vat ly,40,3.175968323856924,5.455321115357702,1
33730,16227,124.99,375,124.99,1,Tai cua hang,4,Wednesday,SP,Vat ly,17,4.836202538722539,5.929589143389895,0
33731,3529,89.99,250,79.99,1,Tai cua hang,3,Sunday,SP,Vat ly,30,4.5107496103686,5.5254529391317835,0
33732,13201,25.0,1200,25.0,1,Tai cua hang,1,Tuesday,SP,Vat ly,17,3.258096538021482,7.0909098220799835,3
33733,14890,11.99,300,23.98,2,Tai cua hang,4,Saturday,GO,Vat ly,26,2.5641798306825083,5.707110264748875,1
33733,4382,11.99,300,11.99,1,Tai cua hang,4,Saturday,SP,Vat ly,38,2.5641798306825083,5.707110264748875,1
33734,5531,629.0,12733,629.0,1,Tai cua hang,2,Monday,PA,Vat ly,23,6.4457198193855785,9.45203086057697,2
33735,8950,55.0,343,55.0,1,Tai cua hang,2,Sunday,SP,Vat ly,2,4.02535169073515,5.840641657373398,1
33736,3878,35.0,100,86.0,1,Tai cua hang,3,Sunday,BA,Vat ly,33,3.58351893845611,4.61512051684126,1
33737,16376,139.0,8750,139.0,1,Truc tuyen,2,Wednesday,SP,Truc tuyen,OL_28,4.941642422609304,9.076923258535832,2
33738,8266,689.38,450,799.0,1,Tai cua hang,1,Saturday,BA,Vat ly,40,6.537242170635828,6.111467339502679,0
33739,6708,179.0,7650,359.98,2,Tai cua hang,2,Friday,SP,Vat ly,21,5.19295685089021,8.942591637231851,2
3374,14370,14.9,150,14.9,1,Tai cua hang,2,Saturday,SP,Vat ly,32,2.766319109226186,5.017279836814924,1
3374,5347,39.8,600,39.8,1,Tai cua hang,2,Saturday,SP,Vat ly,12,3.708682081410116,6.398594934535208,3
33740,9695,26.9,200,26.9,1,Tai cua hang,3,Saturday,SP,Vat ly,47,3.32862668882732,5.303304908059076,1
33741,1088,20.3,200,20.3,1,Tai cua hang,4,Saturday,SP,Vat ly,100,3.0587070727153796,5.303304908059076,1
33742,19868,119.99,1100,119.99,1,Tai cua hang,1,Thursday,SP,Vat ly,41,4.7957078975533864,7.00397413672268,3
33743,16612,79.0,5150,79.0,1,Truc tuyen,1,Friday,PR,Truc tuyen,OL_7,4.382026634673881,8.546946149565585,2
33744,17726,29.99,350,29.99,1,Tai cua hang,3,Sunday,SP,Vat ly,56,3.433664571799657,5.860786223465865,1
33745,14523,180.99,3800,180.99,1,Truc tuyen,1,Friday,SP,Truc tuyen,OL_28,5.2039517405123155,8.24301946898925,2
33746,5764,54.9,150,54.9,1,Tai cua hang,1,Monday,BA,Vat ly,40,4.023564380161053,5.017279836814924,1
33747,9819,69.9,100,69.9,1,Tai cua hang,1,Monday,PR,Vat ly,73,4.2612704335380815,4.61512051684126,1
33748,5118,59.9,600,59.9,1,Truc tuyen,1,Wednesday,SP,Truc tuyen,OL_5,4.109233174715851,6.398594934535208,3
33749,5956,89.9,550,89.9,1,Tai cua hang,2,Sunday,RS,Vat ly,10,4.509760001183433,6.311734809152915,3
3375,18935,265.0,11400,265.0,1,Tai cua hang,2,Tuesday,SP,Vat ly,17,5.583496308781699,9.34145634983372,2
33750,10157,59.9,1650,59.9,1,Tai cua hang,3,Tuesday,SP,Vat ly,95,4.109233174715851,7.409136443920128,3
33751,14828,139.99,9725,139.99,1,Truc tuyen,1,Saturday,MG,Truc tuyen,OL_6,4.9486889658772695,9.182557990963732,2
33752,7110,619.0,525,619.0,1,Tai cua hang,2,Thursday,SP,Vat ly,21,6.429719478039138,6.26530121273771,0
33753,878,23.7,150,23.7,1,Tai cua hang,1,Saturday,SP,Vat ly,25,3.2068032436339315,5.017279836814924,1
33754,19714,39.99,1800,39.99,1,Tai cua hang,2,Thursday,RS,Vat ly,10,3.7133281345162463,7.496097345175956,3
33755,15473,38.5,1400,38.5,1,Tai cua hang,2,Monday,SP,Vat ly,30,3.676300671907076,7.244941546337007,3
33756,12182,14.6,200,13.89,1,Tai cua hang,4,Wednesday,SP,Vat ly,14,2.747270914255491,5.303304908059076,1
33757,13805,69.9,2600,279.6,4,Tai cua hang,2,Friday,SP,Vat ly,16,4.2612704335380815,7.8636512654486515,3
33758,1671,59.99,1600,59.99,1,Truc tuyen,4,Wednesday,RJ,Truc tuyen,OL_21,4.110709916308365,7.3783837129967145,3
33759,15907,129.0,1300,159.5,1,Truc tuyen,1,Thursday,SP,Truc tuyen,OL_28,4.867534450455582,7.170888478512505,3
3376,4730,46.0,150,46.0,1,Tai cua hang,2,Saturday,SP,Vat ly,100,3.8501476017100584,5.017279836814924,1
33760,15298,105.9,2500,105.9,1,Tai cua hang,1,Thursday,SP,Vat ly,24,4.671893818030999,7.824445930877619,3
33761,18512,449.0,4000,449.0,1,Tai cua hang,2,Monday,PE,Vat ly,44,6.1092475827643655,8.294299608857235,2
33762,6966,46.4,550,46.9,1,Tai cua hang,3,Sunday,DF,Vat ly,49,3.858622228701031,6.311734809152915,3
33763,12813,59.9,2050,59.9,1,Truc tuyen,1,Saturday,SP,Truc tuyen,OL_28,4.109233174715851,7.62608275807238,3
33764,4582,53.9,1750,53.9,1,Truc tuyen,1,Thursday,MG,Truc tuyen,OL_3,4.005513348515485,7.467942332285852,3
33764,5370,53.9,1550,107.8,2,Truc tuyen,1,Thursday,MG,Truc tuyen,OL_3,4.005513348515485,7.346655163176539,3
33765,9752,107.9,400,107.9,1,Truc tuyen,4,Saturday,SP,Truc tuyen,OL_5,4.690430029938915,5.993961427306569,0
33766,472,27.3,300,27.3,1,Tai cua hang,1,Saturday,SP,Vat ly,25,3.342861804649192,5.707110264748875,1
33767,18544,44.0,1900,44.0,1,Truc tuyen,2,Monday,SP,Truc tuyen,OL_28,3.8066624897703196,7.550135342488429,3
33768,6588,64.0,745,64.0,1,Truc tuyen,2,Saturday,SP,Truc tuyen,OL_28,4.174387269895637,6.61472560020376,3
3377,11966,163.99,2200,163.99,1,Tai cua hang,1,Friday,MG,Vat ly,3,5.105884866003353,7.696667081526462,2
33770,8819,285.0,900,285.0,1,Tai cua hang,4,Thursday,SP,Vat ly,34,5.655991810819852,6.803505257608338,0
33771,6336,85.0,275,85.0,1,Tai cua hang,3,Saturday,SP,Vat ly,34,4.454347296253507,5.62040086571715,0
33772,17701,83.9,7400,83.9,1,Tai cua hang,4,Tuesday,SP,Vat ly,82,4.441474093317302,8.909370405197466,2
33773,5010,149.9,533,149.9,1,Tai cua hang,4,Monday,RS,Vat ly,10,5.016617365773803,6.280395838960195,0
33774,18734,39.0,150,39.0,1,Tai cua hang,1,Saturday,MG,Vat ly,3,3.6888794541139363,5.017279836814924,1
33775,13205,56.99,75,113.98,2,Tai cua hang,2,Saturday,DF,Vat ly,53,4.060270581888349,4.330733340286331,1
33776,19065,34.3,1700,34.99,1,Truc tuyen,1,Sunday,SP,Truc tuyen,OL_28,3.563882963939251,7.438971592395862,3
33777,14463,90.0,283,90.0,1,Tai cua hang,1,Saturday,RS,Vat ly,10,4.51085950651685,5.648974238161206,0
33778,9250,29.49,200,27.55,1,Tai cua hang,2,Sunday,SP,Vat ly,16,3.4173987610001633,5.303304908059076,1
33779,9303,152.0,500,152.0,1,Tai cua hang,4,Tuesday,SP,Vat ly,30,5.030437921392435,6.2166061010848646,0
3378,17845,69.99,281,69.99,1,Tai cua hang,2,Sunday,SP,Vat ly,43,4.262539022051294,5.641907070938114,0
33780,16799,149.0,6550,149.99,1,Tai cua hang,4,Saturday,RJ,Vat ly,8,5.0106352940962555,8.787372988731876,2
33781,10056,58.99,200,58.99,1,Tai cua hang,2,Sunday,SP,Vat ly,14,4.094177881665002,5.303304908059076,1
33782,5410,59.9,7000,59.9,1,Tai cua hang,2,Saturday,SP,Vat ly,75,4.109233174715851,8.853808274977197,2
33783,16685,110.32,150,110.32,1,Tai cua hang,2,Sunday,SP,Vat ly,93,4.71240893665769,5.017279836814924,0
33784,12385,199.99,550,199.99,1,Tai cua hang,2,Wednesday,SP,Vat ly,17,5.30325515557766,6.311734809152915,0
35474,3519,27.5,525,27.5,1,Tai cua hang,1,Saturday,CE,Vat ly,79,3.349904087274605,6.26530121273771,1
35475,18288,349.9,525,349.9,1,Tai cua hang,1,Saturday,SP,Vat ly,52,5.860501282589169,6.26530121273771,0
35476,18921,80.0,133,59.0,1,Truc tuyen,4,Sunday,DF,Truc tuyen,OL_4,4.394449154672439,4.897839799950911,0
35477,10505,59.9,900,59.9,1,Tai cua hang,2,Saturday,DF,Vat ly,49,4.109233174715851,6.803505257608338,3
35478,11166,358.9,1000,358.9,1,Tai cua hang,1,Wednesday,MG,Vat ly,3,5.885826215084985,6.90875477931522,0
35479,2739,29.0,200,29.0,1,Tai cua hang,2,Saturday,MG,Vat ly,96,3.4011973816621555,5.303304908059076,1
3548,15201,14.95,213,14.95,1,Tai cua hang,3,Tuesday,SP,Vat ly,80,2.7694588292308535,5.365976015021851,1
35480,13242,124.9,800,124.9,1,Tai cua hang,4,Friday,SP,Vat ly,14,4.835487941050301,6.68586094706836,0
35481,9653,299.0,8500,299.0,1,Truc tuyen,2,Sunday,SP,Truc tuyen,OL_28,5.703782474656201,9.04793908261736,2
35482,10056,58.99,200,58.99,1,Tai cua hang,3,Saturday,SP,Vat ly,14,4.094177881665002,5.303304908059076,1
35483,18170,66.89,733,66.89,1,Truc tuyen,2,Wednesday,SP,Truc tuyen,OL_20,4.217888748313555,6.598509028614515,3
35484,18724,50.0,6600,50.0,1,Tai cua hang,3,Monday,SP,Vat ly,19,3.9318256327243257,8.79497643168877,3
35485,9082,34.97,263,34.97,1,Tai cua hang,3,Sunday,SP,Vat ly,100,3.5826852577075323,5.575949103146316,1
35486,12285,299.9,1571,299.9,1,Tai cua hang,3,Friday,MG,Vat ly,96,5.706777983635999,7.360103972989152,2
35487,6022,59.0,473,59.0,1,Tai cua hang,1,Wednesday,DF,Vat ly,27,4.0943445622221,6.161207321695077,3
35488,9475,39.99,150,79.98,2,Tai cua hang,1,Sunday,DF,Vat ly,31,3.7133281345162463,5.017279836814924,1
35489,8752,24.5,100,32.5,1,Tai cua hang,1,Sunday,SP,Vat ly,64,3.2386784521643803,4.61512051684126,1
3549,16688,67.99,450,69.99,1,Tai cua hang,3,Saturday,SP,Vat ly,71,4.233961566558017,6.111467339502679,3
35490,11535,11.0,333,11.49,1,Tai cua hang,2,Friday,RS,Vat ly,13,2.4849066497880004,5.811140992976701,1
35491,13679,12.25,175,12.25,1,Truc tuyen,1,Sunday,RJ,Truc tuyen,OL_21,2.583997552432231,5.170483995038151,1
35492,4749,219.9,11850,219.9,1,Truc tuyen,4,Sunday,SP,Truc tuyen,OL_28,5.397710110426072,9.380167531188448,2
35493,8950,55.0,343,55.0,1,Tai cua hang,2,Sunday,SP,Vat ly,2,4.02535169073515,5.840641657373398,1
35494,16783,59.9,3000,59.9,1,Truc tuyen,3,Sunday,MG,Truc tuyen,OL_3,4.109233174715851,8.006700845440367,3
35495,17985,29.9,250,29.9,1,Tai cua hang,2,Saturday,SP,Vat ly,100,3.4307561839036995,5.5254529391317835,1
35496,8687,17.5,255,35.0,2,Tai cua hang,3,Tuesday,SP,Vat ly,24,2.917770732084279,5.545177444479562,1
35497,7649,82.0,1450,84.9,1,Tai cua hang,2,Friday,RS,Vat ly,10,4.418840607796598,7.280008252884188,3
35498,16739,59.0,250,59.0,1,Truc tuyen,1,Saturday,SP,Truc tuyen,OL_28,4.0943445622221,5.5254529391317835,1
35499,96,13.9,250,27.8,2,Tai cua hang,2,Saturday,SP,Vat ly,12,2.7013612129514133,5.5254529391317835,1
