"MADON","MAMH","GIA","TRONGLUONG","TONGTIEN","SOLUONGDAT","KENHBANHANG","QUY","THUTRONGTUAN","BANG","LOAICUAHANG","MACUAHANG"
"36739","6885",29.5,1867,29.5,1,"Truc tuyen",1,"Tuesday","SP","Truc tuyen","OL_28"
"3674","6804",249.99,346,239,1,"Truc tuyen",2,"Saturday","SP","Truc tuyen","OL_28"
"36740","14663",369.9,1925,369.9,1,"Tai cua hang",3,"Monday","MG","Vat ly","3"
"36741","8316",215,6150,430,2,"Truc tuyen",2,"Tuesday","SP","Truc tuyen","OL_5"
"36742","14193",990,16650,990,1,"Truc tuyen",4,"Saturday","SP","Truc tuyen","OL_28"
"36743","9486",39.95,350,39.9,1,"Tai cua hang",1,"Wednesday","PA","Vat ly","23"
"36744","1444",65,1032,65,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","94"
"36745","13208",15,250,15,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_28"
"36746","7412",598.97,473,598.97,1,"Tai cua hang",4,"Friday","SP","Vat ly","93"
"36747","17483",97.9,275,97.9,1,"Tai cua hang",4,"Saturday","DF","Vat ly","1"
"36748","19945",27.9,50,32.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","17"
"36749","13826",16.9,650,16.9,1,"Tai cua hang",4,"Sunday","BA","Vat ly","50"
"3675","14543",315.6,4550,315.6,1,"Tai cua hang",4,"Thursday","ES","Vat ly","45"
"36750","55",103.9,300,195.8,2,"Tai cua hang",4,"Saturday","SP","Vat ly","25"
"36751","19508",135,10250,120,1,"Truc tuyen",3,"Wednesday","SP","Truc tuyen","OL_14"
"36752","7758",169.99,650,169.99,1,"Tai cua hang",3,"Sunday","DF","Vat ly","27"
"36753","15773",26.4,300,26.4,1,"Truc tuyen",3,"Saturday","PR","Truc tuyen","OL_7"
"36754","13667",29.9,250,29.9,1,"Tai cua hang",2,"Wednesday","DF","Vat ly","1"
"36755","2623",36.9,500,73.8,2,"Tai cua hang",2,"Tuesday","RJ","Vat ly","70"
"36755","573",32.9,300,65.8,2,"Tai cua hang",2,"Tuesday","PE","Vat ly","48"
"36755","8388",22.9,383,45.8,2,"Tai cua hang",2,"Tuesday","BA","Vat ly","50"
"36756","18417",18.99,150,18.99,1,"Tai cua hang",2,"Thursday","MG","Vat ly","37"
"36757","13314",109,456,109,1,"Tai cua hang",4,"Friday","SP","Vat ly","60"
"36758","5336",102,314,102,1,"Tai cua hang",2,"Sunday","DF","Vat ly","27"
"36759","20464",115.87,300,115.87,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","34"
"3676","17989",151.9,4338,128.9,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","38"
"36760","1083",87.4,150,87,1,"Tai cua hang",1,"Thursday","SP","Vat ly","65"
"36761","4398",169.99,88,169.99,1,"Tai cua hang",4,"Friday","RS","Vat ly","10"
"36762","5771",55.9,100,59.9,1,"Tai cua hang",1,"Saturday","MG","Vat ly","37"
"36763","19490",319,300,332,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","80"
"36764","9022",529,300,529,1,"Tai cua hang",4,"Saturday","SP","Vat ly","30"
"36765","15056",119.5,650,119.5,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","5"
"36766","10756",239.9,400,239.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","18"
"36767","20083",44.9,400,44.9,1,"Tai cua hang",1,"Friday","SP","Vat ly","22"
"36768","2149",49.9,444,49.9,1,"Tai cua hang",4,"Friday","SP","Vat ly","77"
"36769","14967",89.9,4825,89.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","36"
"3677","11969",46.99,3000,46.99,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_28"
"36770","5553",16.9,100,16.9,1,"Tai cua hang",1,"Saturday","RS","Vat ly","10"
"36771","8988",56.99,1900,56.99,1,"Truc tuyen",1,"Thursday","SP","Truc tuyen","OL_28"
"36772","9591",37.9,2300,37.9,1,"Truc tuyen",2,"Tuesday","SP","Truc tuyen","OL_28"
"36773","7951",58.99,1450,58.99,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_28"
"36774","15016",99.99,1000,99.99,1,"Tai cua hang",2,"Thursday","SP","Vat ly","12"
"36775","19383",1199.9,2600,1199.9,1,"Tai cua hang",1,"Wednesday","DF","Vat ly","1"
"36776","7670",89.18,700,89.18,1,"Tai cua hang",2,"Sunday","MG","Vat ly","3"
"36777","16502",59.9,200,59.9,1,"Tai cua hang",1,"Sunday","SP","Vat ly","43"
"36778","13857",55.49,850,55.49,1,"Tai cua hang",4,"Sunday","SP","Vat ly","11"
"36779","10414",109.99,3775,109.99,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","11"
"3678","3020",59.9,600,59.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","11"
"36780","16572",53,650,53,1,"Tai cua hang",2,"Sunday","RJ","Vat ly","63"
"36780","4609",53,650,53,1,"Tai cua hang",2,"Sunday","MG","Vat ly","86"
"36781","15522",49.99,600,49.99,1,"Tai cua hang",2,"Saturday","SP","Vat ly","14"
"36782","3936",120,16550,94,1,"Truc tuyen",1,"Monday","RJ","Truc tuyen","OL_21"
"36783","12128",129,200,129,1,"Tai cua hang",3,"Sunday","SP","Vat ly","14"
"36784","8691",42.9,750,42.9,1,"Tai cua hang",3,"Tuesday","PE","Vat ly","44"
"36785","10599",11.63,300,34.89,3,"Truc tuyen",2,"Thursday","RJ","Truc tuyen","OL_15"
"36786","2029",41.49,600,41.49,1,"Tai cua hang",1,"Saturday","BA","Vat ly","40"
"36787","11297",47.8,95,47.8,1,"Tai cua hang",3,"Monday","SP","Vat ly","21"
"36788","7122",119.9,1150,119.9,1,"Tai cua hang",4,"Tuesday","DF","Vat ly","27"
"36789","11982",79,250,79,1,"Tai cua hang",2,"Friday","SP","Vat ly","32"
"3679","1481",139.9,10225,139.9,1,"Truc tuyen",3,"Monday","SP","Truc tuyen","OL_28"
"36790","6408",89.9,650,89.9,1,"Tai cua hang",1,"Sunday","SP","Vat ly","100"
"36791","3451",740.99,1600,740.99,1,"Tai cua hang",1,"Thursday","RS","Vat ly","10"
"36792","7062",249.99,4000,249.99,1,"Tai cua hang",1,"Thursday","SP","Vat ly","18"
"36793","13140",130,170,130,1,"Tai cua hang",2,"Sunday","GO","Vat ly","35"
"36794","11542",32,1000,32,1,"Tai cua hang",1,"Friday","RJ","Vat ly","29"
"36795","11868",299.89,1538,299.89,1,"Tai cua hang",2,"Saturday","RJ","Vat ly","72"
"36796","1452",59.22,1950,59.9,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","25"
"36797","6068",49.9,133,48.9,1,"Tai cua hang",3,"Monday","SP","Vat ly","21"
"36798","16893",12.88,180,12.88,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","75"
"36799","6305",858.9,536,858.9,1,"Tai cua hang",1,"Thursday","SP","Vat ly","47"
"368","6351",72.6,1275,72.6,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","5"
"3680","19941",69.9,925,69.9,1,"Tai cua hang",1,"Wednesday","RJ","Vat ly","51"
"36800","216",199,555,199,1,"Tai cua hang",4,"Wednesday","SP","Vat ly","12"
"36801","18693",179.9,1250,179.9,1,"Truc tuyen",1,"Thursday","SP","Truc tuyen","OL_28"
"36802","13989",167.5,4550,167.5,1,"Truc tuyen",2,"Monday","RJ","Truc tuyen","OL_21"
"36803","13231",93,2850,93,1,"Tai cua hang",1,"Friday","SP","Vat ly","11"
"36804","11762",1069.36,6900,1069.36,1,"Tai cua hang",1,"Sunday","PE","Vat ly","48"
"36805","19369",99.9,1900,99.9,1,"Truc tuyen",4,"Thursday","SP","Truc tuyen","OL_28"
"36806","8169",92.9,1825,99.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","17"
"36807","12835",68,350,68,1,"Tai cua hang",4,"Sunday","SP","Vat ly","18"
"36808","11110",309.9,400,309.9,1,"Tai cua hang",4,"Wednesday","RS","Vat ly","13"
"36809","9752",107.9,400,219.8,2,"Truc tuyen",4,"Thursday","SP","Truc tuyen","OL_25"
"3681","2590",127.27,625,127.27,1,"Truc tuyen",2,"Saturday","MG","Truc tuyen","OL_3"
"36810","6486",24.99,450,24.99,1,"Tai cua hang",3,"Sunday","SP","Vat ly","47"
"36811","20353",78,3213,78,1,"Tai cua hang",2,"Friday","SP","Vat ly","4"
"36812","261",39.9,100,39.9,1,"Tai cua hang",4,"Saturday","GO","Vat ly","99"
"36813","6049",12.9,200,12.9,1,"Tai cua hang",3,"Tuesday","DF","Vat ly","1"
"36813","6873",9.8,267,9.8,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","100"
"36814","17342",10.99,325,43.96,4,"Truc tuyen",2,"Saturday","PE","Truc tuyen","OL_19"
"36815","19866",600,710,572.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","64"
"36816","16829",134.2,1450,134.2,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","75"
"36817","855",49,200,49,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","62"
"36818","11697",99.9,250,99.9,1,"Tai cua hang",2,"Thursday","GO","Vat ly","26"
"36819","6412",51.67,200,51.67,1,"Tai cua hang",3,"Wednesday","DF","Vat ly","53"
"3682","17443",199.9,9200,199.9,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","34"
"36820","2772",65,491,130,2,"Tai cua hang",4,"Sunday","SP","Vat ly","17"
"36821","2050",45.9,150,91.8,2,"Tai cua hang",1,"Saturday","RJ","Vat ly","51"
"36822","5370",53.9,1550,49.9,1,"Truc tuyen",1,"Tuesday","RJ","Truc tuyen","OL_21"
"36823","8106",89.8,4267,89.8,1,"Truc tuyen",4,"Monday","RJ","Truc tuyen","OL_21"
"36824","9522",42.99,1200,42.99,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_24"
"36825","10744",79.9,1100,79.9,1,"Truc tuyen",1,"Friday","RJ","Truc tuyen","OL_21"
"36826","17070",75.9,128,75.9,1,"Tai cua hang",1,"Sunday","RJ","Vat ly","29"
"36827","12567",1054,15875,1054,1,"Truc tuyen",2,"Tuesday","SP","Truc tuyen","OL_1"
"36828","17638",119.9,2850,99.9,1,"Tai cua hang",4,"Monday","RJ","Vat ly","51"
"36829","4996",56,700,112,2,"Tai cua hang",1,"Tuesday","SP","Vat ly","22"
"3683","6048",139.9,6050,139.9,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_28"
"36830","14477",38.4,850,153.6,4,"Tai cua hang",4,"Monday","DF","Vat ly","83"
"36831","13223",1340,2800,1199.9,1,"Truc tuyen",3,"Tuesday","RS","Truc tuyen","OL_18"
"36832","213",148,3000,148,1,"Tai cua hang",1,"Tuesday","SC","Vat ly","57"
"36833","9873",379,14150,379,1,"Truc tuyen",1,"Thursday","PE","Truc tuyen","OL_19"
"36834","16211",92.4,800,99.9,1,"Tai cua hang",2,"Saturday","SC","Vat ly","59"
"36835","15536",24.9,200,24.9,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_24"
"36836","17618",119,3000,238,2,"Truc tuyen",3,"Wednesday","MG","Truc tuyen","OL_3"
"36837","20422",219.99,2488,219.99,1,"Truc tuyen",3,"Sunday","RJ","Truc tuyen","OL_21"
"31977","3792",21.15,5500,42.3,2,"Truc tuyen",4,"Sunday","SP","Truc tuyen","OL_17"
"31978","12263",53,700,53,1,"Tai cua hang",3,"Sunday","SP","Vat ly","17"
"31979","15962",279.9,10750,279.9,1,"Truc tuyen",2,"Tuesday","BA","Truc tuyen","OL_22"
"3198","2963",185.9,8975,185.9,1,"Truc tuyen",4,"Wednesday","RJ","Truc tuyen","OL_21"
"31980","11149",75,600,75,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","14"
"31980","18170",66.89,733,66.89,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","22"
"31981","7648",39.9,300,39.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","93"
"31982","18529",389,275,389,1,"Tai cua hang",4,"Thursday","SP","Vat ly","14"
"31983","9942",110.8,1950,110.8,1,"Tai cua hang",2,"Thursday","SP","Vat ly","18"
"31984","6992",84.81,7600,84.81,1,"Tai cua hang",1,"Monday","SP","Vat ly","7"
"31985","19819",67.9,350,67.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","16"
"31986","17272",54.99,650,49.99,1,"Tai cua hang",1,"Sunday","DF","Vat ly","31"
"31987","13594",35.9,200,39.9,1,"Tai cua hang",2,"Friday","MG","Vat ly","96"
"31988","4386",53.9,1650,53.9,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_25"
"31989","10194",89,189,89,1,"Tai cua hang",1,"Wednesday","GO","Vat ly","99"
"3199","3532",168,600,168,1,"Truc tuyen",4,"Monday","BA","Truc tuyen","OL_22"
"31990","2354",81.25,150,81.25,1,"Tai cua hang",2,"Sunday","SP","Vat ly","14"
"31991","13362",49.9,150,49.9,1,"Tai cua hang",1,"Monday","SC","Vat ly","69"
"31992","17633",299.99,1582,299.99,1,"Tai cua hang",4,"Tuesday","RS","Vat ly","13"
"31993","18330",79.9,180,109.9,1,"Tai cua hang",4,"Saturday","SP","Vat ly","47"
"31994","12338",89.9,1383,89.9,1,"Tai cua hang",4,"Monday","SP","Vat ly","14"
"31994","4332",89.9,1825,89.9,1,"Tai cua hang",4,"Monday","SP","Vat ly","32"
"31995","546",39.99,350,45.95,1,"Tai cua hang",4,"Saturday","MG","Vat ly","20"
"31996","7947",59,450,59,1,"Tai cua hang",1,"Sunday","SP","Vat ly","17"
"31997","14127",135,50,270,2,"Truc tuyen",4,"Friday","SP","Truc tuyen","OL_28"
"31998","11258",99.99,6050,120,1,"Truc tuyen",1,"Tuesday","SP","Truc tuyen","OL_28"
"31999","15517",38,150,38,1,"Tai cua hang",3,"Friday","SP","Vat ly","32"
"32","16079",39.9,200,39.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","14"
"320","10510",59.99,800,59.99,1,"Tai cua hang",2,"Saturday","RS","Vat ly","13"
"3200","6201",34.9,150,34.9,1,"Tai cua hang",2,"Sunday","PE","Vat ly","42"
"32000","5243",5.99,200,5.99,1,"Tai cua hang",4,"Sunday","MG","Vat ly","20"
"32001","15107",169,950,169,1,"Truc tuyen",4,"Saturday","PE","Truc tuyen","OL_19"
"32002","19256",21.9,556,43.8,2,"Tai cua hang",2,"Saturday","BA","Vat ly","40"
"32003","4096",128.7,2152,109,1,"Truc tuyen",2,"Friday","SP","Truc tuyen","OL_25"
"32004","23",13.99,50,13.99,1,"Tai cua hang",4,"Friday","SP","Vat ly","2"
"32005","17403",99,950,99,1,"Tai cua hang",3,"Wednesday","MG","Vat ly","20"
"32005","8269",82.9,1250,82.9,1,"Tai cua hang",3,"Wednesday","SP","Vat ly","30"
"32006","5834",179.49,500,179.49,1,"Tai cua hang",4,"Wednesday","RJ","Vat ly","51"
"32007","16529",114.9,1300,109.9,1,"Tai cua hang",1,"Sunday","RS","Vat ly","10"
"32008","16774",99.9,350,99.9,1,"Tai cua hang",3,"Thursday","SP","Vat ly","12"
"32009","18059",124.9,628,124.9,1,"Tai cua hang",2,"Saturday","RJ","Vat ly","29"
"3201","5387",155.6,3550,466.8,3,"Tai cua hang",2,"Wednesday","DF","Vat ly","53"
"32010","7912",179.9,600,179.9,1,"Truc tuyen",4,"Thursday","SP","Truc tuyen","OL_28"
"32011","15571",69.9,1450,69.9,1,"Truc tuyen",3,"Tuesday","SP","Truc tuyen","OL_28"
"32012","12219",4.3,50,8.5,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","25"
"32013","20242",149.9,300,149.9,1,"Tai cua hang",4,"Wednesday","MG","Vat ly","20"
"32014","5455",69.9,1150,72.9,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","21"
"32015","3118",44.88,975,44.88,1,"Tai cua hang",1,"Tuesday","RS","Vat ly","10"
"32016","16781",269,400,269,1,"Tai cua hang",4,"Tuesday","PE","Vat ly","44"
"32017","20107",29.9,365,29.9,1,"Tai cua hang",2,"Wednesday","PR","Vat ly","28"
"32018","20380",326.16,5300,326.16,1,"Tai cua hang",1,"Friday","RJ","Vat ly","8"
"32019","17327",119,550,119,1,"Tai cua hang",3,"Monday","SP","Vat ly","38"
"3202","1469",69.9,1038,69.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","34"
"32020","8740",45,200,45,1,"Tai cua hang",3,"Saturday","MG","Vat ly","15"
"32021","222",86.9,1017,77.9,1,"Tai cua hang",3,"Thursday","CE","Vat ly","68"
"32022","12739",10,364,10,1,"Tai cua hang",3,"Tuesday","BA","Vat ly","40"
"32023","14158",179.49,500,179.49,1,"Tai cua hang",4,"Wednesday","SP","Vat ly","30"
"32024","16688",67.99,450,67.99,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","71"
"32025","7894",53,606,53,1,"Tai cua hang",2,"Wednesday","RJ","Vat ly","8"
"32026","10854",69,4000,69,1,"Tai cua hang",1,"Friday","SP","Vat ly","14"
"32027","7330",144.9,10443,144.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","71"
"32028","10289",168.98,900,168.98,1,"Tai cua hang",1,"Sunday","SP","Vat ly","14"
"32029","14199",89,13100,89,1,"Tai cua hang",3,"Sunday","BA","Vat ly","40"
"3203","12715",89.9,5950,89.9,1,"Truc tuyen",4,"Monday","SP","Truc tuyen","OL_28"
"32030","13364",59.99,367,59.99,1,"Tai cua hang",3,"Sunday","SP","Vat ly","77"
"32031","13466",71.9,1100,71.9,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","17"
"32032","9572",14.9,125,14.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","85"
"32033","18555",95,150,190,2,"Tai cua hang",3,"Sunday","SP","Vat ly","16"
"32034","1000",60.99,175,60.99,1,"Tai cua hang",3,"Sunday","SP","Vat ly","47"
"32035","15868",59.99,150,59.99,1,"Truc tuyen",2,"Saturday","DF","Truc tuyen","OL_4"
"32036","15515",299,7300,299,1,"Tai cua hang",3,"Saturday","SP","Vat ly","34"
"32037","552",105,600,105,1,"Truc tuyen",3,"Saturday","SP","Truc tuyen","OL_28"
"32038","1329",97.9,2225,97.9,1,"Truc tuyen",1,"Wednesday","MG","Truc tuyen","OL_3"
"32039","12455",47.9,700,47.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","41"
"3204","16893",12.88,180,12.88,1,"Truc tuyen",3,"Sunday","RJ","Truc tuyen","OL_21"
"32040","11854",372.5,200,396,1,"Tai cua hang",4,"Sunday","BA","Vat ly","76"
"32041","5895",32.9,14200,32.9,1,"Truc tuyen",1,"Monday","SC","Truc tuyen","OL_8"
"32042","9871",129,6550,149,1,"Truc tuyen",3,"Wednesday","SP","Truc tuyen","OL_28"
"32043","16544",59.9,1800,59.9,1,"Truc tuyen",2,"Tuesday","SP","Truc tuyen","OL_28"
"32044","16799",149,6550,219.98,2,"Tai cua hang",2,"Tuesday","DF","Vat ly","31"
"32045","2115",20.99,150,20.99,1,"Tai cua hang",2,"Sunday","BA","Vat ly","50"
"32046","18245",109.9,1500,109.9,1,"Tai cua hang",3,"Wednesday","SP","Vat ly","93"
"32047","19731",29.9,200,29.9,1,"Truc tuyen",4,"Monday","SP","Truc tuyen","OL_28"
"32047","9898",213,342,219.9,1,"Truc tuyen",4,"Monday","SP","Truc tuyen","OL_28"
"32048","19801",15,200,10.9,1,"Tai cua hang",4,"Thursday","SP","Vat ly","43"
"32049","8791",99.9,1050,99.9,1,"Tai cua hang",2,"Monday","MG","Vat ly","3"
"3205","18541",24,250,24,1,"Tai cua hang",2,"Saturday","RJ","Vat ly","72"
"32050","7693",144,200,139,1,"Tai cua hang",4,"Monday","DF","Vat ly","53"
"32051","1850",19.99,483,19.99,1,"Tai cua hang",1,"Sunday","SP","Vat ly","12"
"32052","1410",26.9,750,33.9,1,"Tai cua hang",1,"Saturday","DF","Vat ly","53"
"32053","4883",16,600,16,1,"Truc tuyen",4,"Sunday","RJ","Truc tuyen","OL_21"
"32054","2914",252,300,252,1,"Tai cua hang",4,"Sunday","RS","Vat ly","10"
"32055","9091",15.9,500,31.8,2,"Tai cua hang",3,"Saturday","MG","Vat ly","15"
"32056","13676",21.3,325,19.99,1,"Tai cua hang",1,"Sunday","PE","Vat ly","44"
"32057","5010",149.9,533,149.9,1,"Tai cua hang",2,"Saturday","RS","Vat ly","10"
"32058","10277",15,50,15,1,"Tai cua hang",2,"Sunday","SP","Vat ly","30"
"32059","17495",29.9,400,29.9,1,"Tai cua hang",2,"Friday","SP","Vat ly","47"
"3206","14716",79.9,1150,79.9,1,"Truc tuyen",3,"Wednesday","ES","Truc tuyen","OL_30"
"32060","20333",57.8,7000,58.9,1,"Tai cua hang",2,"Saturday","BA","Vat ly","40"
"32061","13784",199.9,3750,199.9,1,"Truc tuyen",2,"Thursday","RJ","Truc tuyen","OL_21"
"32062","12252",50,350,50,1,"Tai cua hang",2,"Saturday","SP","Vat ly","22"
"32063","4188",27.9,300,27.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","22"
"32064","9199",97.99,2800,97.99,1,"Tai cua hang",2,"Wednesday","DF","Vat ly","83"
"32065","6392",36,450,36,1,"Tai cua hang",3,"Saturday","PE","Vat ly","42"
"32066","16691",255,292,255,1,"Tai cua hang",4,"Tuesday","RJ","Vat ly","63"
"32067","14637",23.99,550,23.99,1,"Truc tuyen",4,"Friday","CE","Truc tuyen","OL_9"
"32067","8131",23.99,600,23.99,1,"Truc tuyen",4,"Friday","CE","Truc tuyen","OL_9"
"32068","16469",31.62,950,126.48,4,"Tai cua hang",3,"Wednesday","MG","Vat ly","20"
"32069","1309",16,50,16,1,"Tai cua hang",4,"Sunday","SP","Vat ly","64"
"3207","2648",69,750,69,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","25"
"32070","2252",359.9,6200,359.9,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","11"
"32071","13190",95,2200,88,1,"Truc tuyen",2,"Thursday","MG","Truc tuyen","OL_3"
"32072","2225",145.99,2500,145.99,1,"Tai cua hang",4,"Monday","ES","Vat ly","45"
"32073","1793",27.9,50,27.9,1,"Truc tuyen",2,"Thursday","SP","Truc tuyen","OL_28"
"32074","12536",139.65,100,139.65,1,"Tai cua hang",1,"Sunday","SP","Vat ly","21"
"32075","12064",99.9,1500,99.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","25"
"32076","4515",30,500,30,1,"Tai cua hang",3,"Saturday","MG","Vat ly","3"
"32077","1603",165,950,165,1,"Tai cua hang",4,"Saturday","SP","Vat ly","11"
"32078","208",54.9,3100,54.9,1,"Truc tuyen",3,"Friday","SP","Truc tuyen","OL_28"
"32079","9380",55.9,1500,55.9,1,"Truc tuyen",1,"Thursday","SP","Truc tuyen","OL_28"
"3208","6785",112.9,584,99.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","85"
"32080","7034",1100,325,1100,1,"Tai cua hang",4,"Thursday","SC","Vat ly","59"
"32081","8848",24.99,4700,24.99,1,"Truc tuyen",4,"Tuesday","RS","Truc tuyen","OL_18"
"32082","1353",138,4867,138,1,"Tai cua hang",1,"Thursday","SP","Vat ly","22"
"32082","8907",115,5025,115,1,"Tai cua hang",1,"Thursday","SP","Vat ly","56"
"32083","423",159,2950,159,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_5"
"32084","12441",105.9,1225,99.9,1,"Truc tuyen",4,"Saturday","SP","Truc tuyen","OL_17"
"32085","19774",16.8,550,16.8,1,"Tai cua hang",1,"Wednesday","SP","Vat ly","47"
"32086","16958",138,1500,138,1,"Tai cua hang",2,"Monday","DF","Vat ly","49"
"32087","12636",49.95,400,49.95,1,"Truc tuyen",1,"Saturday","GO","Truc tuyen","OL_10"
"32088","16679",49,250,49,1,"Tai cua hang",3,"Sunday","SP","Vat ly","24"
"33672","5771",55.9,100,49.9,1,"Tai cua hang",1,"Sunday","MG","Vat ly","37"
"33673","2343",149.9,1400,149.9,1,"Tai cua hang",1,"Sunday","PE","Vat ly","48"
"33674","14135",125.99,1375,125.99,1,"Truc tuyen",2,"Tuesday","RJ","Truc tuyen","OL_15"
"33675","3742",78,3000,78,1,"Truc tuyen",2,"Thursday","RJ","Truc tuyen","OL_21"
"33676","1073",139.8,948,139.8,1,"Tai cua hang",4,"Friday","RJ","Vat ly","39"
"33677","7035",119.9,2850,119.9,1,"Tai cua hang",3,"Thursday","PE","Vat ly","48"
"33678","4433",17.49,150,18.99,1,"Tai cua hang",2,"Tuesday","RS","Vat ly","10"
"33679","16786",75,550,75,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","46"
"3368","4877",34.99,8800,34.99,1,"Truc tuyen",4,"Saturday","SP","Truc tuyen","OL_28"
"33680","10215",45,200,45,1,"Tai cua hang",3,"Saturday","SP","Vat ly","47"
"33681","18264",16.9,200,16.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","34"
"33682","1468",99,1600,99,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","62"
"33683","12137",59.9,1050,59.9,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_28"
"33684","16515",129,5100,129,1,"Tai cua hang",3,"Monday","MG","Vat ly","87"
"33685","1499",794.98,7300,794.98,1,"Tai cua hang",1,"Thursday","ES","Vat ly","45"
"33686","14805",199,1000,199,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","46"
"33687","6033",99.9,2600,99.9,1,"Tai cua hang",2,"Thursday","RS","Vat ly","13"
"33688","2101",122.99,700,122.99,1,"Truc tuyen",3,"Tuesday","DF","Truc tuyen","OL_4"
"33689","13231",93,2850,93,1,"Truc tuyen",1,"Monday","SP","Truc tuyen","OL_25"
"3369","813",51.98,250,51.98,1,"Truc tuyen",4,"Thursday","SP","Truc tuyen","OL_5"
"33690","9523",21.5,100,43,2,"Tai cua hang",2,"Saturday","SP","Vat ly","67"
"33691","15274",808,250,797,1,"Tai cua hang",2,"Monday","CE","Vat ly","97"
"33692","11723",29.9,3450,29.9,1,"Tai cua hang",2,"Thursday","SP","Vat ly","2"
"33693","4347",15.12,150,45.36,3,"Tai cua hang",2,"Saturday","SP","Vat ly","19"
"33694","19170",95,250,95,1,"Tai cua hang",2,"Saturday","SP","Vat ly","21"
"33694","20366",95,350,95,1,"Tai cua hang",2,"Saturday","SP","Vat ly","62"
"33695","6466",99.99,1700,110.99,1,"Truc tuyen",1,"Friday","BA","Truc tuyen","OL_22"
"33696","4221",129.9,350,129.9,1,"Tai cua hang",1,"Sunday","SP","Vat ly","2"
"33697","2713",29.9,100,29.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","17"
"33698","311",24.99,300,24.99,1,"Tai cua hang",2,"Sunday","SC","Vat ly","59"
"33699","13046",279.9,6050,279.9,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_28"
"337","391",92.65,850,185.3,2,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_28"
"3370","11002",34.99,217,34.99,1,"Tai cua hang",3,"Sunday","RS","Vat ly","10"
"33700","10479",43.95,600,41.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","5"
"33701","423",159,2950,149,1,"Tai cua hang",1,"Wednesday","SP","Vat ly","47"
"33702","18483",53.24,750,55,1,"Tai cua hang",3,"Tuesday","RS","Vat ly","10"
"33702","4461",25,1300,50,2,"Tai cua hang",3,"Tuesday","SP","Vat ly","25"
"33703","9399",75,500,75,1,"Truc tuyen",4,"Saturday","SP","Truc tuyen","OL_28"
"33704","8736",69.9,1350,69.9,1,"Truc tuyen",4,"Tuesday","SP","Truc tuyen","OL_28"
"33705","9229",184.6,1225,229.69,1,"Tai cua hang",2,"Monday","SP","Vat ly","2"
